BZCAT5 Source name,RA (J2000.0),Dec (J2000.0),Redshift,Class,Rad_opt_sp_index,alpha_1.1-2.3,alpha_2.3-4.8,alpha_4.8-7.7,alpha_4.8-11.2,alpha_7.7-11.2,alpha_11.2-21.7,alpha_7.7-21.7,alpha_4.8-21.7,var_1.1,var_2.3,var_4.8,var_7.7,var_11.2,var_21.7,universe_age_Gyr,comoving_distance_Mpc,lookback_distance_Mpc,luminosity_distance_Mpc,distance_modulus_mag,RA_sin,RA_cos,Dec_sin,ext_fuv,ext_nuv,log_nuF_fuv,log_nuF_nuv,log_nuF_g,log_nuF_r,log_nuF_i,log_nuF_z,log_nuF_y,log_nuF_Su,log_nuF_Sg,log_nuF_Sr,log_nuF_Si,log_nuF_Sz,log_nuF_J,log_nuF_H,log_nuF_K,log_nuF_w1,log_nuF_w2,log_nuF_w3,log_nuF_w4,tangent_wise,tangent_pstarrs,log_nu_radmax,i_abs,w1_abs,log_X_luminosity_W,log_nuF_X,log_gamma_luminosity_ph,log_nuF_gamma,log_radio_luminosity,log_nuF_1.4,log_nuF_143,log_nuF_4.8,nuv-g,g-r,r-i,i-z,z-y,y-w1,w1-w2,w2-w3,w3-w4,fuv-nuv,nuv-Su,Su-Sg,Sg-Sr,Sr-Si,Si-Sz,y-J,J-H,H-K,K-w1,g_var,r_var,i_var,z_var,y_var,Radio_radio_hard,IR_opt_hard,IR_UV_hard,IR_X_hard
5BZBJ0009+0628,00 09 03.91,+06 28 21.39,,BLLac,0.696,,0.31,-0.514,-0.459,-0.389,0.425,0.13,-0.072,,0.365,0.285,0.283,0.233,0.278,,,,,,0.03954393817379083,0.9992178325839203,0.11272819921207608,0.4584546759224802,0.49456021790290283,,-12.303100796351991,-11.884338133077934,-11.773877970493203,-11.809450716631682,-11.85083089501051,-11.78748814216965,-12.375836913344962,-12.305835672948099,-12.256990010090883,-12.168892845230191,-12.138381941995819,-11.835157974228755,-11.812710234758281,-11.779036278059907,-11.773044302217126,-11.790410935139112,-11.822264275765269,-11.80097943907574,0.03906275709804623,-0.17275808453578936,,,,,-12.259637310505756,,-10.397348685188152,,-13.461175011062096,,-13.015810352461921,1.8408918607347928,0.5465006256103493,0.12589982604980676,0.04979968261718781,0.2724998321533185,4.064899948120122,0.9400005340576101,2.7559995651245135,2.2020001411438006,,0.2844918820970932,0.4780000000000051,0.41799999999999926,0.42999999999999616,0.2690000000000019,1.0458999633789112,0.8590004043579089,0.8339998626708915,1.3259997177124099,0.20009994506835938,0.3624000549316406,0.793701171875,0.12479972839355469,0.37490081787109375,-0.44536465860017493,0.019039781492569574,0.5126898612128787,0.46922637536664347
5BZQJ0009+0625,00 09 17.04,+06 25 54.69,2.694,BZQ,0.664,,0.042,-0.749,-0.642,-0.506,,,,,,0.219,0.03,,,2.391,6163.196675543364,3476.070053596764,22702.10057696756,46.780330216974285,0.04049801370208895,0.9991796189305432,0.11202148251572717,0.44979645343404845,0.4864609205990835,-12.537766674887289,-12.88456851527352,-12.3825784712127,-12.42579850882328,-12.503490853350431,-12.573070799795667,-12.591847797931369,-12.554236913344962,-12.4010356729481,-12.454190010090883,-12.49969284523019,-12.572781941995817,,,,-13.031844045869471,-13.230811249470163,-12.824264321541635,-12.514579407032281,-0.740637420382542,0.7437203758197843,13.223725130484219,-27.62003030547526,-30.595330751031906,89.09444027860741,-13.096910013008056,113.95287267229617,-10.397348685188152,63.97242128867114,-13.598599459218455,,-13.1274067379659,2.0489603127016984,0.1623001251220728,0.020600830078123522,-0.020699737548827812,0.06720045471191582,2.9287997283935567,0.48599910736083984,3.8520002365112287,2.9230003356933576,-0.4234414328349665,1.2921611794009173,0.6860000000000035,0.1629999999999967,0.09600000000000364,0.00999999999999801,,,,,0.05229949951171875,0.33789825439453836,0.17799949645996094,0.2614002227783203,0.21610069274901988,-0.47119272125255485,-0.7273203961197314,-0.3462427341966432,-0.1339012364621066
5BZBJ0009+5030,00 09 22.77,+50 30 28.58,,BLLac,0.426,,,1.749,,,,,,,,,,,,,,,,,0.0409143656823581,0.9991626567685615,0.7717127108195242,1.0368852118956224,1.1162612718297291,-11.87768245150266,-11.737151534781262,-11.887097880392389,-11.913478013217814,-11.967291201250822,-11.928831236807387,-11.854168348468477,,,,,,-12.262758077988522,-12.179910585710433,-12.207436165144868,-11.951044180146814,-12.09281114265864,-12.343064294075814,-12.41377946501568,0.5636804288959671,-0.011291521378124194,,,,,-12.619788758288394,,-9.753896008701965,,-14.774690718274137,,,0.41911933852183125,0.2043998870849606,0.0802987213134827,0.24940003967284952,0.30080017089843736,3.7866007690429715,0.6289997100830096,2.210000038146971,1.9720001220703107,0.7948904599341056,,,,,,0.14360021972656511,1.009999786376948,0.6810010223388687,1.9519997406005896,0.13030052185058594,0.22230148315429688,0.4267005920410156,0.2647991180419922,0.1448993682861328,,-0.12551994140781808,-0.35565960787737794,0.5269776156297539
5BZQJ0010+2047,00 10 28.74,+20 47 50.09,0.6,BZQ,0.671,,0.887,1.217,0.284,-0.893,0.343,-0.104,0.31,,,0.037,0.744,,,7.856,2268.2655860073983,1800.4580557251918,3627.8258873356485,42.79823217751929,0.045707333107497354,0.9989548737056145,0.3550620482652158,0.5857477640907642,0.6305458587270965,-12.104654590624602,-11.922989700022315,-12.113218125753717,-12.22179834402836,-12.297210933916839,-12.39535098778395,-12.383807905353244,-12.271836913344961,-12.2822356729481,-12.410590010090884,-12.409292845230189,-12.507981941995817,,,,-12.616244222871426,-12.61001123115962,-12.685064110970346,-12.429379669483453,-0.16758536520520942,0.9662169306585904,12.701577028741887,-24.15363206460425,-27.65223226907202,87.27917653585594,-12.292429823902063,,,59.87501906204929,-13.652474840001311,,-13.255120528628971,0.3184141382211436,-0.0011003265380828964,0.0263002166748052,-0.09210000610351443,0.14300065612792778,3.447699554443357,0.9989995956420898,2.6480007171630895,2.787999153137207,0.8977253946363284,-0.4057858587270964,0.277000000000001,-0.02499999999999858,0.21300000000000097,-0.053999999999998494,,,,,0.15629959106445668,0.42989921569823863,0.23360061645507812,0.4132003784179581,0.4162006378173828,-0.39735431137233945,-0.3128002972427808,-0.6870215311373045,-0.31758140725755624
5BZQJ0010+1058,00 10 31.0,+10 58 29.6,0.089,BZQ,0.466,-0.681,1.223,1.998,-0.936,-4.637,2.784,0.101,0.695,0.561,0.631,0.882,0.956,0.923,0.936,12.523,385.54966618542204,369.46146508435413,419.8589096707125,38.11551686811142,0.045871512558914626,0.9989473481297988,0.19037875778022526,0.6876820138837199,0.7418403268543539,,-11.20027639277141,-10.843738126974419,-11.026038319003945,-10.837970821612151,-11.112070989004652,-11.021408149493869,-10.899836913344961,-10.9374356729481,-10.984590010090884,-10.787292845230189,-10.949181941995818,-10.932357891831295,-10.927910414811992,-10.73623622923178,-10.695044424287438,-10.719610916828564,-10.84186419031605,-10.718979469593316,0.06888812665953589,0.5835599133479816,14.054121782243467,-23.1190170359581,-27.772516456124123,85.45440564480774,-11.211831628858832,,,57.26440102765248,-13.862645888629267,-10.697296854741152,-12.77553168498731,1.6853308670421274,-0.1854002609252916,0.6850004348754872,-0.5320002899169918,0.3408000488281253,4.844699661254888,0.9220008850097585,2.529999732971193,2.4559998512268066,,1.2174308731456414,0.20900000000000318,0.17799999999999905,0.7030000000000012,-0.21200000000000152,1.387700187683107,0.8139997482299801,1.2290004348754895,1.413999290466311,0.1096992492675799,0.6818990707397461,0.43829917907714844,0.9735012054443359,0.8579998016357386,-1.0871142036419563,0.1183599047835866,0.48066547594284614,0.4922207120302673
5BZQJ0010+1724,00 10 33.99,+17 24 19.0,1.601,BZQ,0.634,0.202,0.47,-0.376,-0.32,-0.25,-0.316,-0.292,-0.318,0.233,0.421,0.414,0.381,0.532,0.358,4.0,4647.7892698309915,2982.666175790247,12069.340713053762,45.408417737188145,0.04608872152128258,0.998937350262034,0.2991286904528698,0.26054642930158445,0.28155559340492786,-11.525317404540276,-11.311322806151182,-11.457977750997856,-11.516358005893593,-11.667450545733244,-11.679030620352307,-11.845447834552463,-11.29943691334496,-11.317035672948101,-11.398990010090884,-11.56289284523019,-11.584781941995818,-11.923957839951415,-12.098710481950665,-12.025836198714204,-11.901044180146815,-11.878411041950631,-12.03906420252308,-11.921779457386286,0.08854851736803224,1.2045849538914688,13.969965129668097,-28.33821859473209,-32.0504179355524,89.92580791688397,-12.187086643357144,,,64.21797678709187,-12.891029283120519,,-12.392866795608434,0.42734784043296514,0.12439958190917721,-0.16289965820312347,0.12429994201660222,-0.3019000854492191,3.889799484252931,1.039999961853031,2.4340000152587837,2.441999912261963,0.978549664103344,0.49604690659507256,0.25900000000000034,0.09099999999999753,-0.19999999999999574,0.13799999999999812,0.968799530029294,0.3659994506835975,0.9320006790161095,1.62299982452393,0.17200088500976562,0.08720016479492188,0.19110107421875,0.38860130310058594,0.14150047302246094,-0.4981624875120847,-0.21096049621738722,-0.5670882357994493,0.30867560140651307
5BZQJ0010-3027,00 10 35.71,-30 27 47.41,1.19,BZQ,0.719,,0.799,-0.029,0.065,0.183,-0.106,-0.001,-0.01,,0.319,0.379,0.722,0.209,0.383,5.116,3832.6183375868864,2640.4447465746207,8384.198470684925,44.61730775188568,0.04621367017186288,0.9989315775813908,-0.5069843904554766,0.11061523816399962,0.11940231367327794,,-12.289819118043841,,,,,,,,,,,-12.249557974228756,-12.277110048601056,-12.347036171248384,-12.4758442900101,-12.462411057209424,-12.38466433069691,-12.168579498585016,-0.35355171248355916,,12.920440421853389,,-29.82230767559173,87.85599476741407,-12.769551078621726,,,62.72651589574352,-13.355561410532161,,-12.643878493763015,,,,,,,1.0170001983642614,3.0299997329711896,2.6890001296997106,,,,,,,,0.7340008697509717,0.57499966430664,0.9889994812011693,,,,,,-0.7116829167691456,,-0.17259193916558324,0.3071400214123017
5BZQJ0010-2945,00 10 45.18,-29 45 13.21,2.344,BZQ,0.73,,-0.413,-0.562,-1.115,-1.813,-0.427,-0.928,-0.814,,-0.551,0.278,0.253,,,2.77,5754.917993926226,3359.815704785371,19196.72118281228,46.41613528575401,0.04690160119361904,0.9988995143684247,-0.4962721054845316,0.10261958072084675,0.11092728422342087,,,-12.231057993917782,-12.257158463657266,-12.368490609209807,-12.429951213614027,-12.35800825935715,,,,,,,,,-12.984244253389003,-12.890811096882276,-12.573064217781871,-12.414179626758845,-0.7119788260208448,0.596808747947625,13.148754447418549,-27.593335984606547,-30.3501353010128,,,,,64.96810949391322,-13.247490599211156,,-12.81276138016852,,0.20509904479981245,-0.0634986724853519,-0.00040138244628806774,0.29400033569335804,2.4632003631591814,1.217000007629391,3.6300001144409197,2.545999526977541,,,,,,,,,,,0.08440017700195312,0.11109924316406605,0.10649871826171875,0.13859939575196023,0.22820091247558594,-0.4347292190426355,-0.5223204876724683,,
5BZQJ0011-2612,00 11 01.21,-26 12 32.0,1.096,BZQ,0.691,0.926,-0.38,0.387,-0.149,-0.826,0.119,-0.223,-0.031,,0.261,0.496,0.485,0.306,0.344,5.442,3618.554258668871,2540.519090868686,7577.050109368935,44.3975007969113,0.04806602068389254,0.9988441608457326,-0.44164504848058145,0.13533795015643013,0.14447914583132004,,-12.407223185180625,,,-12.841530605547698,-12.408790752188246,-12.170728413165744,,,,,,-12.030358163437741,-12.105910192033672,-12.226236314681,-12.445444204560879,-12.56081117317622,-12.449064431404919,-12.421779648121149,-0.08839161690868627,-6.3153913982122285,,-24.392101504919115,-29.678500934240404,,,,,62.63258897212911,-13.531652669587842,,-12.685816660862622,,,,1.2350997619628892,0.7092987976074241,3.342000869750974,0.6949996948242205,3.1149997711181605,2.217000007629398,,,,,,,1.516000167846677,0.6140009841918967,0.4489996643066405,0.7630000534057597,,,0.08870124816894887,0.2847003936767578,0.2691001892089879,-0.8458360087252199,0.28071943237147856,-0.1535879879955946,
5BZQJ0011-3620,00 11 14.71,-36 20 39.4,2.324,BZQ,0.783,,,-0.494,,,,,,,,,,,,2.795,5729.753428372432,3352.267789905322,18998.88053221367,46.39364005923638,0.04904661032447962,0.9987964907906308,-0.5926358177006475,0.09531305481754505,0.10208649794163542,,,,,,,,,,,,,,,,-13.488644125215176,-13.59841111824458,,,0.7974913030108358,,12.845151987686272,,-29.066640394929742,87.35199112036159,-13.698970004336019,,,62.984379563582365,-14.034328028779893,,-13.341035157335565,,,,,,,0.708999633789059,,,,,,,,,,,,,,,,,,-0.6932928714443278,,,0.10055888609143793
5BZQJ0011+0057,00 11 30.4,+00 57 51.98,1.492,BZQ,0.803,,-0.18,0.924,,,,,,,,0.181,0.512,,,4.255,4448.842624038303,2904.512864021542,11070.080513225927,45.220753897673916,0.05018621393392584,0.9987398780117765,0.016831839170379732,0.1906261096350901,0.20417299588327084,,-12.842962845159844,-12.54677840407403,-12.503198215854534,-12.719810677569182,-12.509111058584729,-12.488687775958713,-12.91983691334496,-12.995435672948101,-12.990990010090883,-12.983692845230191,-13.016381941995819,,,,-12.134644415132167,-12.098811279987745,-11.963864312386361,-11.882179466541558,-0.31400734876337527,-0.06968488102496252,13.21286029269992,-25.51965442562802,-31.278753508574795,88.91078037341974,-12.55284196865778,112.51644979861315,-10.397348685188152,61.21465857198217,-13.631155493174179,,-13.141462802430361,1.5344463052641863,0.37930068969725994,-0.32669946289061613,0.6799991760253903,0.1652011566162095,4.913898750305178,1.0729999542236293,3.173000335693363,2.3530001640319815,,0.27414700411672754,0.11399999999999721,0.30700000000000216,0.22799999999999798,0.11100000000000065,,,,,0.7553997039794922,0.8991985321044957,0.784799575805657,0.9430007934570312,1.1182003021240234,-0.4896926907438175,0.6209993975814374,0.7441515651720998,0.45403068867003604
5BZGJ0012-1628,00 12 33.85,-16 28 07.28,0.151,BZG,0.218,,,-0.184,,,,,,,,,,,,11.77,644.0785484087988,600.384266229526,741.3113645939555,39.350003290387555,0.054794063062523976,0.9984976768391102,-0.28349132461200466,0.2394246951887384,0.25470829744946133,,-12.199729724533368,-12.325818351583795,-12.308078495395545,-12.164490572588713,-12.212511247793714,-12.249568043292694,,,,,,-11.883957583603754,-11.6051104575366,-11.911436317732756,-12.007844259492519,-12.261611115192819,-12.251464257454723,-11.82617951994732,-0.23973046162261075,-0.3777654226676735,15.447729197545332,-21.03720408079283,-25.725003290387555,84.67122440036549,-12.045757490560675,,,56.29683962314693,-13.880744110722063,,-13.642065152999546,0.4787636349235811,0.31469985961915015,0.5738014984130828,0.03319844055175736,0.021500961303718924,4.633099807739249,0.34899997711181996,2.861000061035151,3.2119998931884783,,,,,,,2.0791006927490194,1.4999988708496108,-0.01599967956543047,1.0699999237060496,0.48799896240235086,0.3889007568359375,0.302398681640625,0.8726997375488317,0.2016010284423828,-0.23867895772251657,-0.09712054260410596,-0.061881390659451085,-0.2158536246321443
5BZQJ0012+3353,00 12 47.35,+33 53 38.61,1.682,BZQ,0.71,,0.062,2.022,,,,-0.339,0.401,,,0.382,0.24,,,3.826,4788.551273265285,3035.9646330479113,12820.838391340245,45.53958212935683,0.05577430930094822,0.9984434017118858,0.5576590323403524,0.36598591888023874,0.39104364953857934,,-13.25553798369772,-13.387577982931449,-12.922118253696329,-12.87829067634848,-12.892751183096449,-12.59408803230637,-12.98543691334496,-12.879835672948099,-12.851390010090883,-12.817692845230189,-12.759581941995817,,,,-12.607844259492518,-12.547211014484812,-12.583464226937142,,-0.014857512565440224,-2.178107654851039,12.670113338678572,-25.44228266036269,-30.41458212935683,,,,,59.57730177840643,-13.945386945443111,,-13.448245126983434,0.4638852044653241,1.4339995422363252,0.3244006347656274,0.11709886169433759,0.8608008270263632,3.99439978027344,1.1350002288818395,2.7449998855590803,,,1.1415848504614168,0.5670000000000037,0.36699999999999733,0.2940000000000005,0.33800000000000097,,,,,0.7009983062744176,0.5888996124267578,0.85260009765625,1.3873004913330078,0.41609954833984375,-0.49714181845967786,0.3310796618636669,0.7083269692129068,
5BZBJ0012-3954,00 12 59.87,-39 54 25.81,,BLLac,0.818,,0.756,0.028,-0.313,-0.744,-0.066,-0.311,-0.205,,0.635,0.447,0.474,0.172,0.51,,,,,,0.05668334889899482,0.998392206478794,-0.6415456222379441,0.0899831740311203,0.092738881337711,,,,,,,,,,,,,-11.763957971177,-11.729110533830548,-11.700236378767915,-12.081444265596035,-12.06161111519282,-12.043064294075815,-11.96057950621441,-0.13188937364281592,,,,,,,,-10.397348685188152,,-13.160145015398115,-11.434730839203644,-12.287476565122304,,,,,,,1.0329999923706108,2.8819999694824183,2.3550000190734863,,,,,,,,0.8899996490478514,0.8220003585815387,0.3580000610351597,,,,,,-0.8726684502758104,,,
5BZQJ0013-1513,00 13 20.7,-15 13 47.2,1.838,BZQ,0.666,,0.085,0.019,-0.192,-0.458,0.154,-0.068,-0.04,,0.325,0.143,0.055,,,3.524,5044.076605249287,3128.604551983443,14287.812765916951,45.774828751933626,0.05819564814769146,0.998305197089883,-0.2626906818377841,0.16902443233423742,0.17777000379995267,,-12.859536041993172,-12.390898454122857,-12.438077970493206,-12.453251088946136,-12.55623075462965,-12.54052810188645,,,,,,,,,-13.055444051972986,-12.9796111457104,-12.882664284920542,,-0.30367399335282025,0.5467116646925609,12.74036831119891,-26.740128251445345,-29.530829270732458,,,,,62.75671564412697,-13.7856861025756,,-13.09031027998298,1.9655791722254357,0.15240142822264957,0.17689889526367963,-0.10419903564452682,0.15339958190916647,2.741500473022473,1.1729993820190376,3.078000068664551,,,,,,,,,,,,0.7213993072509766,0.34379959106446023,0.23060035705566406,0.43029975891112926,0.5768013000488317,-0.6953758225926201,-0.5263600567642648,-0.12007510371722852,
5BZQJ0013-0423,00 13 54.11,-04 23 52.11,1.075,BZQ,0.782,-0.363,0.584,0.007,-0.048,-0.118,0.155,0.057,0.041,,0.091,0.367,0.073,0.325,0.381,5.519,3569.1233593381394,2516.8164663808975,7398.863560947212,44.34582509384988,0.06062099998758802,0.998160855954843,-0.07668088900879146,0.21259152414816118,0.23071256575013052,,-12.9401230172131,-12.795657841329886,-12.754077976596719,-12.97281108650473,-12.634670720449968,-12.581367799152071,-12.725436913344963,-12.6582356729481,-12.596190010090885,-12.57449284523019,-12.577181941995818,,,,-12.818644430390956,-12.80561097786372,-12.508264336800426,-12.330979553516656,-0.6304537219759893,-0.5986736260844486,12.533147322638667,-24.012224599465114,-28.693824666603792,88.17393403646017,-12.522878745280337,,,62.3217232514156,-13.372429335819456,,-12.771856392402258,1.15514814225768,0.37429988098144307,-0.3320010833740241,0.9986010437011679,0.24740025329590765,3.4355987701416026,1.0160007476806605,3.578999519348139,2.5920000076294,,1.003047434249865,0.47100000000000364,0.45099999999999696,0.2640000000000029,0.18599999999999994,,,,,1.1331005096435582,0.3280010223388672,1.5919990539550781,0.998199462890625,0.04540061950683594,-0.6005729434171982,0.1672001086410102,0.13451203934937972,-0.282732232583383
5BZGJ0013-1854,00 13 56.03,-18 54 06.51,0.095,BZG,0.023,,,0.364,,,,,,,,,,,,12.447,410.9334203468698,392.7067522877657,449.9664013944662,38.26590043294623,0.06076036894342386,0.9981523819366755,-0.32394727778748134,0.176172329144537,0.1865512272732058,-12.037446884603094,-12.09342355260387,-11.576978288107231,-11.450758127963907,-11.367570803301604,-11.361351164785901,-11.361728443683322,,,,,,-11.150757904038327,-11.211910271379377,-11.315036525252287,-11.567844106904626,-11.870811020588327,-12.477864251351207,,1.6534960622244805,-0.7363829267239794,14.575117439820401,-21.94540064656928,-25.740900814415962,85.64835181521265,-11.18775530319963,,,,-14.391473966422806,,,2.08509836379125,0.5859006195068339,0.42280000305175847,0.16879922485351528,0.11319975280761696,3.5135011901855506,0.2259998321533203,1.3179998397827095,,0.3036214981286669,,,,,,1.6925008926391598,0.6500001373290996,0.49199933624268155,0.6790008239746097,0.09110069274902344,0.16090011596679688,0.0923004150390625,0.17530059814453125,0.37469959259033203,,-0.5032402172867236,0.22261253201554254,-0.6830557173886973
